brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size
20391,for_sale,225000,3,2,0.22,234688,Lowell,Michigan,49331,1760
22340,for_sale,279900,3,4,0.22,70564,Grand Ledge,Michigan,48837,2373
52709,for_sale,179900,3,1,0.26,942281,Portland,Michigan,48875,1450
79914,for_sale,63900,1,1,0.15,1157693,Rosebush,Michigan,48878,672
22469,for_sale,274900,5,3,1.55,1305556,Mount Pleasant,Michigan,48858,4000
45760,for_sale,324900,3,4,1.02,1130633,Jackson,Michigan,49203,2969
46880,for_sale,364000,3,3,0.48,1112208,Jackson,Michigan,49203,1824
76392,for_sale,264990,3,2,0.3,224909,Kalamazoo,Michigan,49001,1936
54356,for_sale,205000,3,1,0.24,37825,Kalamazoo,Michigan,49006,1497
78921,for_sale,649900,4,3,27,190338,Bellevue,Michigan,49021,3444
10529,for_sale,179000,2,1,0.46,357448,Hickory Corners,Michigan,49060,1080
35521,for_sale,279900,3,2,0.45,525281,Battle Creek,Michigan,49015,2092
52708,for_sale,659000,7,5,1.51,721498,Fennville,Michigan,49408,5325
84594,for_sale,189900,3,2,5.05,1363731,Paw Paw,Michigan,49079,1480
49410,for_sale,305000,2,2,0.48,1375656,Coloma,Michigan,49038,1200
46353,for_sale,61900,2,1,0.09,339623,Kalamazoo,Michigan,49001,776
33189,for_sale,499900,3,2,2.13,24042,Scotts,Michigan,49088,2400
52784,for_sale,425000,3,1,0.38,1586753,Scotts,Michigan,49088,1924
44106,for_sale,115000,4,1,1.06,342318,Concord,Michigan,49237,1097
16637,for_sale,169900,6,1,3.47,1082594,Clarklake,Michigan,49234,2067
15650,for_sale,249900,3,2,8.74,708350,Reed City,Michigan,49677,1384
35522,for_sale,315000,3,2,0.33,1120356,Grand Rapids,Michigan,49534,1900
81542,for_sale,315000,7,4,0.25,1435323,Kentwood,Michigan,49508,1664
5793,for_sale,144900,3,1,0.12,1715188,Grand Rapids,Michigan,49507,1593
23099,for_sale,114500,4,1,0.15,103871,Muskegon,Michigan,49442,1410
40351,for_sale,825000,3,2,4.5,170091,Manistee,Michigan,49660,2898
22899,for_sale,164900,4,1,0.51,1239466,Cadillac,Michigan,49601,1700
78398,for_sale,164900,3,2,0.18,1258578,Cadillac,Michigan,49601,1080
52884,for_sale,275000,3,1,0.36,1060550,Traverse City,Michigan,49696,1976
22895,for_sale,195000,2,1,1,1408520,Traverse City,Michigan,49684,960
90399,for_sale,127000,2,1,0.11,951260,Marquette,Michigan,49855,1227
36938,for_sale,190000,3,2,0.08,547179,Detroit,Michigan,48221,1543
79373,for_sale,22900,3,1,0.12,194878,Detroit,Michigan,48224,832
19688,for_sale,189900,3,2,0.34,306482,Flushing,Michigan,48433,1556
40349,for_sale,174900,3,1,0.25,949414,Muskegon,Michigan,49442,1244
94833,for_sale,40900,3,3,0.08,504379,Detroit,Michigan,48219,1194
10815,for_sale,90000,2,1,0.06,690710,Monroe,Michigan,48161,1001
84911,for_sale,319900,4,4,0.22,568099,Ypsilanti,Michigan,48198,2032
45825,for_sale,199900,3,2,0.3,620192,Blissfield,Michigan,49228,1374
47412,for_sale,164000,3,1,0.62,287579,Niles,Michigan,49120,1036
82349,for_sale,624352,5,3,10.11,1697714,Almont,Michigan,48003,1695
79578,for_sale,675000,5,5,0.87,947197,Franklin Vlg,Michigan,48025,3043
60241,for_sale,869900,5,5,1.24,945040,Franklin Vlg,Michigan,48025,3784
43850,for_sale,1899000,4,5,0.18,1800800,Birmingham,Michigan,48009,3816
83181,for_sale,569900,4,3,0.22,785257,Macomb Township,Michigan,48042,2900
103852,for_sale,4990000,1,2,1.4,832689,Bloomfield Township,Michigan,48302,2268
53961,for_sale,82000,3,2,0.13,1086813,Detroit,Michigan,48207,2645
74329,for_sale,89900,2,1,0.08,1691911,Warren,Michigan,48089,1128
52804,for_sale,20000,5,3,0.2,122693,Detroit,Michigan,48213,1982
400,for_sale,249999,3,2,0.11,567486,Royal Oak,Michigan,48073,1138
53520,for_sale,70000,3,1,0.12,1763465,Detroit,Michigan,48204,1125
15565,for_sale,65000,3,2,0.08,124650,Detroit,Michigan,48204,1381
79578,for_sale,325000,2,2,0.23,1076523,West Bloomfield Township,Michigan,48324,1517
79577,for_sale,239000,4,2,0.11,727982,Saint Clair Shores,Michigan,48082,1200
82355,for_sale,225000,3,2,0.17,930293,Saint Clair Shores,Michigan,48082,994
604,for_sale,173500,4,2,0.11,383724,Allen Park,Michigan,48101,1080
12430,for_sale,699900,4,5,1,1085136,Saline,Michigan,48176,4450
84909,for_sale,325000,3,2,0.34,928415,Saline,Michigan,48176,1660
28719,for_sale,495000,4,4,0.34,884504,Wixom,Michigan,48393,2493
107763,for_sale,524900,4,4,0.47,1289685,Canton,Michigan,48188,2573
87081,for_sale,149500,3,1,0.16,266619,Redford,Michigan,48239,1001
106554,for_sale,489900,3,4,0.31,1257029,Rochester Hills,Michigan,48309,2300
25129,for_sale,449900,3,3,0.71,248787,Sterling Heights,Michigan,48312,2304
82632,for_sale,599999,4,3,5.03,1544917,Waterford Township,Michigan,48327,1907
13285,for_sale,695000,4,3,1,1625392,Independence,Michigan,48346,2675
67575,for_sale,549900,4,3,0.55,1943108,Highland,Michigan,48357,2980
19594,for_sale,527750,4,4,0.91,489787,Grand Blanc,Michigan,48439,3140
70426,for_sale,461333,4,3,0.51,126757,Metamora,Michigan,48455,2097
4345,for_sale,129450,3,1,0.42,240795,Burton,Michigan,48509,959
52681,for_sale,325000,4,2,0.19,39305,Goodrich Vlg,Michigan,48438,1367
82352,for_sale,117900,4,2,0.64,1595770,Pinconning,Michigan,48650,1639
92350,for_sale,199000,3,2,0.18,693545,Standish,Michigan,48658,1350
16100,for_sale,98000,2,1,1.65,382760,Kawkawlin,Michigan,48631,950
15941,for_sale,250000,4,2,0.44,1079023,Prudenville,Michigan,48651,2300
26572,for_sale,580000,2,1,1.86,883421,East Lansing,Michigan,48823,1512
82361,for_sale,319000,4,2,23.83,1269252,Greenbush,Michigan,48738,2368
79102,for_sale,155000,3,1,0.24,244203,Eaton Rapids,Michigan,48827,1008
35515,for_sale,319900,3,4,1.37,411398,Gowen,Michigan,49326,2314
79474,for_sale,287000,2,2,10,594277,Weidman,Michigan,48893,1260
109503,for_sale,155000,4,2,0.23,1677021,Mecosta,Michigan,49332,1373
106581,for_sale,385000,3,3,40.3,97757,Dowling,Michigan,49050,2700
48675,for_sale,119900,3,1,0.14,1590734,Jackson,Michigan,49202,1056
5059,for_sale,348883,3,3,0.08,1179031,Kalamazoo,Michigan,49006,1849
10762,for_sale,229900,3,2,1.67,1698253,Battle Creek,Michigan,49017,1692
104894,for_sale,265000,6,6,0.59,1310197,Battle Creek,Michigan,49015,3900
78921,for_sale,209900,3,1,1.75,314630,Battle Creek,Michigan,49015,1254
4120,for_sale,329900,4,3,2.76,725226,Paw Paw,Michigan,49079,1830
58535,for_sale,240000,4,2,0.22,528579,Portage,Michigan,49024,2271
59549,for_sale,118000,3,2,0.07,285174,Kalamazoo,Michigan,49008,1155
9904,for_sale,170000,2,2,0.5,25710,Plainwell,Michigan,49080,1248
15345,for_sale,279900,3,2,13.33,401077,Concord,Michigan,49237,2808
20165,for_sale,1900000,4,6,2.5,1085378,Hudsonville,Michigan,49426,6317
35522,for_sale,249900,3,3,0.18,373013,Grand Rapids,Michigan,49504,1764
33736,for_sale,274000,4,2,0.13,1738305,Grand Rapids,Michigan,49504,1412
23103,for_sale,125000,2,1,0.26,1091794,Fruitport,Michigan,49415,1536
52708,for_sale,1200000,3,1,37.82,1067265,Grandville,Michigan,49418,1536
52709,for_sale,300000,4,2,0.11,65398,Grand Rapids,Michigan,49506,2376
33736,for_sale,214900,4,2,0.01,543524,Wyoming,Michigan,49509,1832
35524,for_sale,139900,4,3,0.13,304477,Muskegon,Michigan,49441,1536
23102,for_sale,499900,3,2,0.6,1680970,Grand Haven,Michigan,49417,1668
35524,for_sale,699900,4,3,10.03,1606059,Whitehall,Michigan,49461,3792
1756,for_sale,399900,4,3,0.34,1788752,West Olive,Michigan,49460,1870
33657,for_sale,169900,3,2,0.31,63506,Gaylord,Michigan,49735,2200
109987,for_sale,550000,7,5,2,511583,Leroy,Michigan,49655,5030
10752,for_sale,425000,3,2,15,928677,Indian River,Michigan,49749,1456
37545,for_sale,92000,3,2,0.34,263321,Rogers City,Michigan,49779,1840
54156,for_sale,128900,3,2,0.07,403357,Escanaba,Michigan,49829,1497
107780,for_sale,475000,4,3,2.3,712765,Bates Township,Michigan,49935,1992
22290,for_sale,144900,3,1,0.33,95314,Luna Pier,Michigan,48157,1160
91679,for_sale,159000,3,1,0.13,851524,Roseville,Michigan,48066,992
30253,for_sale,125000,2,1,1,471828,Albion,Michigan,49224,1190
35522,for_sale,240000,4,2,5,1214405,Dorr,Michigan,49323,1400
82346,for_sale,346200,3,2,0.23,587460,Traverse City,Michigan,49685,1206
90399,for_sale,89900,3,2,0.19,1519869,Mi 49849,Michigan,49849,2048
64494,for_sale,110000,4,2,0.08,637701,Lincoln Park,Michigan,48146,1149
39006,for_sale,289900,4,2,0.09,939391,Ypsilanti,Michigan,48197,1426
15372,for_sale,431000,3,3,0.33,555851,Monroe,Michigan,48162,2028
958,for_sale,925000,6,5,0.18,570207,New Buffalo,Michigan,49117,3090
78646,for_sale,3375000,4,3,0.46,320566,Harbert,Michigan,49115,3020
49797,for_sale,163500,2,1,0.35,980838,Dowagiac,Michigan,49047,948
81502,for_sale,600000,2,2,20,471496,Vandalia,Michigan,49095,2608
69714,for_sale,104500,3,2,2.07,1728805,Wales Township,Michigan,48027,1950
48434,for_sale,314900,3,3,0.1,1389837,Hazel Park,Michigan,48030,1550
82344,for_sale,415000,3,3,0.22,624526,Macomb,Michigan,48044,2107
82627,for_sale,280000,4,2,0.13,301669,Grosse Pointe Park,Michigan,48230,1878
55202,for_sale,110000,4,1,0.1,277379,Warren,Michigan,48089,870
52681,for_sale,62000,2,1,0.08,946915,Detroit,Michigan,48214,944
20932,for_sale,155000,2,1,0.15,650553,Harper Woods,Michigan,48225,1067
21496,for_sale,399000,4,3,0.12,1337076,Detroit,Michigan,48202,1996
23074,for_sale,510000,4,4,2.5,165744,Dexter,Michigan,48130,2141
82335,for_sale,550000,5,4,0.27,1034710,Saline,Michigan,48176,2810
91679,for_sale,2950000,4,4,0.28,372618,Lyndon Township,Michigan,48137,3000
20912,for_sale,438005,4,3,0.23,363999,Livonia,Michigan,48154,2285
82344,for_sale,3999900,3,4,4.36,1063249,Oakland Township,Michigan,48306,3537
78412,for_sale,1799999,5,6,7.8,1412986,Oakland Township,Michigan,48306,4154
60542,for_sale,209900,3,1,0.47,1425848,Waterford Township,Michigan,48327,1248
52976,for_sale,169900,2,1,0.21,1483919,Springfield Township,Michigan,48350,648
99168,for_sale,145000,4,1,2,1884193,Flint,Michigan,48506,1268
79257,for_sale,399500,13,7,0.21,826167,Flint,Michigan,48503,6924
79980,for_sale,149900,3,1,7.86,88142,Birch Run,Michigan,48415,1152
74747,for_sale,59000,4,1,0.14,1460492,Saginaw,Michigan,48602,1294
79980,for_sale,179900,2,3,1.5,136106,Montrose,Michigan,48457,1532
59514,for_sale,849900,5,4,32,297980,Linden,Michigan,48451,2400
91679,for_sale,577000,4,3,4.08,1813237,Rose Township,Michigan,48442,2230
103740,for_sale,450000,3,2,2.5,1886802,Brandon,Michigan,48462,1650
15894,for_sale,1945000,6,8,1.05,1673477,Grand Blanc,Michigan,48439,7000
88752,for_sale,122700,3,1,0.4,613557,Gladwin,Michigan,48624,1480
46880,for_sale,289900,3,3,0.25,508612,Alma,Michigan,48801,1722
41879,for_sale,149900,3,1,0.86,475113,Pinconning,Michigan,48650,2142
30643,for_sale,134900,3,2,0.1,1178049,Lansing,Michigan,48910,1605
35522,for_sale,185000,3,2,0.2,1461764,Hastings,Michigan,49058,1608
35521,for_sale,352000,4,3,0.75,865634,Middleville,Michigan,49333,2624
52709,for_sale,220000,3,2,1.03,705167,Hastings,Michigan,49058,1872
52708,for_sale,515000,5,4,0.61,232073,Lowell,Michigan,49331,2960
30643,for_sale,185000,4,2,2,1593909,Charlotte,Michigan,48813,1652
82537,for_sale,200000,3,2,0.46,895202,Charlotte,Michigan,48813,1927
22259,for_sale,169900,3,1,0.2,1034736,Portland,Michigan,48875,1418
72419,for_sale,159900,3,3,0.33,240308,Lake Isabella,Michigan,48893,1755
80744,for_sale,609900,4,3,0.86,536292,Kalamazoo,Michigan,49009,2400
69432,for_sale,99990,3,1,0.23,1083074,Battle Creek,Michigan,49017,1580
10762,for_sale,575000,4,4,0.36,719645,Battle Creek,Michigan,49015,4406
37761,for_sale,149900,2,1,0.4,1163565,Decatur,Michigan,49045,810
15470,for_sale,229000,4,2,0.11,1791644,Kalamazoo,Michigan,49001,2200
35517,for_sale,75000,3,1,0.08,1716250,Kalamazoo,Michigan,49001,1201
81290,for_sale,229900,4,2,0.9,1707815,Kalamazoo,Michigan,49048,1665
10524,for_sale,1700000,5,9,35,462065,Marshall,Michigan,49068,11000
91889,for_sale,320000,6,4,0.35,593262,Spring Arbor,Michigan,49201,2288
10530,for_sale,75000,1,1,0.11,1802758,Baldwin,Michigan,49304,800
81900,for_sale,215000,2,1,20,1562119,Hesperia,Michigan,49421,1200
23078,for_sale,195000,2,1,0.14,433481,Grand Rapids,Michigan,49505,1344
47005,for_sale,375000,3,3,0.71,178083,White Cloud,Michigan,49349,2125
46651,for_sale,269900,4,2,0.27,529908,Grand Rapids,Michigan,49508,1682
1756,for_sale,369900,3,2,0.23,1162592,Holland,Michigan,49424,1736
68630,for_sale,279900,4,3,0.24,1001126,Muskegon,Michigan,49441,3000
82369,for_sale,150000,3,2,0.27,122505,Alpena,Michigan,49707,2352
105513,for_sale,49900,3,1,0.25,1804750,Iron Mountain,Michigan,49801,870
57333,for_sale,157900,4,2,0.32,1597090,Iron Mountain,Michigan,49801,1727
22597,for_sale,359900,2,3,1.3,1994245,Holmes Township,Michigan,49821,3486
52681,for_sale,489900,3,2,5.65,418822,Garden,Michigan,49835,1680
35388,for_sale,475000,5,3,5.5,1875826,Watersmeet,Michigan,49969,3300
81326,for_sale,166000,3,1,0.1,582850,Eastpointe,Michigan,48021,1052
40963,for_sale,160000,3,2,0.09,495720,Detroit,Michigan,48221,1557
82371,for_sale,149900,3,1,0.62,1611576,Lansing,Michigan,48917,1282
22290,for_sale,165000,9,3,1.34,1713612,Newport,Michigan,48166,2936
84909,for_sale,329000,2,4,0.05,801404,Ann Arbor,Michigan,48105,1420
52976,for_sale,74900,3,1,0.19,685929,Detroit,Michigan,48219,906
15565,for_sale,297900,3,3,0.15,503792,Melvindale,Michigan,48122,1584
83207,for_sale,475000,3,1,0.51,734995,New Buffalo,Michigan,49117,1262
52784,for_sale,450000,3,2,31.67,182676,Three Rivers,Michigan,49093,1700
39791,for_sale,391900,3,3,2.05,1581644,Almont Township,Michigan,48003,1800
96269,for_sale,325000,3,2,0.11,507017,Birmingham,Michigan,48009,1022
60241,for_sale,3499999,5,8,0.42,231033,Birmingham,Michigan,48009,5543
106893,for_sale,524900,4,3,0.2,1415462,Macomb Township,Michigan,48042,2591
81326,for_sale,325000,3,2,0.45,1353277,Chesterfield Township,Michigan,48051,1830
52804,for_sale,416900,3,3,0.3,998456,Saint Clair,Michigan,48079,1933
27900,for_sale,68000,6,2,0.16,1440738,Detroit,Michigan,48208,3000
30807,for_sale,239999,4,3,0.12,637296,Harper Woods,Michigan,48225,1990
78754,for_sale,65000,3,1,0.14,424345,Detroit,Michigan,48205,1006
86615,for_sale,648627,4,3,0.13,721164,Novi,Michigan,48377,2377
38450,for_sale,99900,4,2,0.3,1464129,Monroe,Michigan,48161,1112
53564,for_sale,649999,4,3,0.25,1323313,Sterling Heights,Michigan,48314,3223
79577,for_sale,230000,3,1,0.69,1378724,Independence,Michigan,48346,1412
53271,for_sale,294900,3,3,0.33,1196926,Highland,Michigan,48356,1825
82626,for_sale,170000,3,1,0.2,1379441,Highland,Michigan,48357,1104
58880,for_sale,659990,4,3,2.5,1843824,Orion,Michigan,48360,3344
89943,for_sale,419900,4,3,0.37,1770978,White Lake,Michigan,48386,2031
51984,for_sale,859900,4,4,0.37,579196,Oxford Township,Michigan,48371,3330
52648,for_sale,425000,3,3,0.25,951461,Waterford Township,Michigan,48328,2053
83931,for_sale,169900,3,1,1.17,1427342,Otter Lake,Michigan,48464,1550
22565,for_sale,175000,3,2,0.57,1517595,Lapeer,Michigan,48446,1192
96334,for_sale,139900,4,2,0.15,1467809,Owosso,Michigan,48867,1500
53961,for_sale,2600000,5,7,0.8,816879,Fenton,Michigan,48430,7132
78852,for_sale,259900,3,2,3.37,1107281,Saginaw,Michigan,48609,1380
65529,for_sale,225000,2,2,0.4,1399907,Beaverton,Michigan,48612,1500
15985,for_sale,229000,3,2,1,1198069,Clare,Michigan,48617,1620
53961,for_sale,626000,5,5,1.93,767126,Midland,Michigan,48642,3496
75601,for_sale,329000,3,2,10.03,1816193,Mount Pleasant,Michigan,48858,1920
79102,for_sale,164900,3,1,1.02,1164246,Saint Johns,Michigan,48879,967
10521,for_sale,975000,4,2,0.56,1103659,Bay City,Michigan,48706,1976
11024,for_sale,118800,4,1,0.35,1400550,Bay City,Michigan,48706,1276
30768,for_sale,449900,4,3,0.49,561159,Freeland,Michigan,48623,2210
33736,for_sale,160000,3,1,0.32,634014,Roscommon,Michigan,48653,900
82361,for_sale,104900,2,1,3.2,547387,Harrisville,Michigan,48740,1000
88653,for_sale,109000,2,1,0.36,1125725,National City,Michigan,48748,1080
64651,for_sale,149900,3,2,0.9,489997,Lansing,Michigan,48910,1384
15347,for_sale,79900,3,1,0.25,1680408,Lansing,Michigan,48915,1292
45919,for_sale,249900,3,2,0.29,1717012,Mason,Michigan,48854,1370
40341,for_sale,130000,1,1,0.1,1715049,Caledonia,Michigan,49316,870
79179,for_sale,324900,4,4,0.39,1799802,Charlotte,Michigan,48813,2602
81604,for_sale,269900,3,3,0.27,233486,Grand Ledge,Michigan,48837,2412
22385,for_sale,229900,4,2,1.18,1051301,Warren,Michigan,48618,1400
94460,for_sale,79000,2,1,0.19,1529756,Jackson,Michigan,49203,3136
30253,for_sale,125000,3,2,0.14,1515109,Jackson,Michigan,49202,1768
30253,for_sale,120000,2,1,0.24,1351713,Jackson,Michigan,49203,1200
76804,for_sale,40000,2,1,0.13,1496020,Jackson,Michigan,49203,825
44734,for_sale,159900,5,2,0.27,237638,Bellevue,Michigan,49021,3037
10762,for_sale,39900,3,2,0.1,821596,Battle Creek,Michigan,49037,816
49409,for_sale,539900,5,4,0.49,909262,Paw Paw,Michigan,49079,3880
35109,for_sale,119900,3,1,0.33,1556597,Coldwater,Michigan,49036,1835
10527,for_sale,309900,5,3,0.27,338881,Portage,Michigan,49024,3726
10529,for_sale,249900,3,4,0.25,799898,Kalamazoo,Michigan,49008,1962
10762,for_sale,339900,2,1,22.03,105346,Galesburg,Michigan,49053,1456
69675,for_sale,135000,2,1,10.22,1778457,Bitely,Michigan,49309,1040
35524,for_sale,185000,3,1,2.5,1258135,Muskegon,Michigan,49442,1308
28166,for_sale,3500000,16,10,158.8,1509439,Baldwin,Michigan,49304,5652
81847,for_sale,423900,4,4,0.74,745054,Big Rapids,Michigan,49307,3975
40349,for_sale,179900,4,2,1.88,424189,Muskegon,Michigan,49442,1560
64796,for_sale,85000,2,2,0.1,566466,Rodney,Michigan,49342,900
35523,for_sale,124900,3,1,0.45,1331001,Hersey,Michigan,49639,1440
94520,for_sale,325000,6,4,0.26,1434054,Kentwood,Michigan,49508,2900
64795,for_sale,180000,3,1,0.13,279574,Grand Rapids,Michigan,49505,967
78766,for_sale,599900,3,2,9.03,1082847,Hudsonville,Michigan,49426,2998
81543,for_sale,549900,5,4,4.07,339603,Grandville,Michigan,49418,2892
923,for_sale,342500,3,3,2.12,944341,Hamilton,Michigan,49419,2190
23106,for_sale,145000,3,2,0.11,130448,Hart,Michigan,49420,1640
22027,for_sale,499000,3,3,3,368933,Hart,Michigan,49420,4282
23099,for_sale,319900,4,3,0.25,280700,Holland,Michigan,49424,1984
23102,for_sale,565000,5,4,0.34,450753,Spring Lake,Michigan,49456,2883
22897,for_sale,1800000,3,3,0.72,927825,Harbor Springs,Michigan,49740,2510
94391,for_sale,265500,3,4,2.97,1994099,Breitung Township,Michigan,49801,3686
8485,for_sale,74900,3,1,0.18,666578,Menominee,Michigan,49858,756
95616,for_sale,525000,4,3,0.32,1134517,Allouez,Michigan,49913,2100
22895,for_sale,59500,2,1,0.53,174100,Bates Township,Michigan,49935,600
48657,for_sale,54000,2,1,0.12,580866,Saginaw,Michigan,48602,709
96334,for_sale,129900,3,2,0.2,1523974,Owosso,Michigan,48867,1354
106451,for_sale,185000,2,1,0.45,408405,Sand Beach Township,Michigan,48441,750
27898,for_sale,39900,4,1,0.1,1833734,Detroit,Michigan,48227,1204
30807,for_sale,80000,3,1,0.12,899849,Inkster,Michigan,48141,1014
82335,for_sale,1675000,4,5,0.53,815721,Ann Arbor,Michigan,48104,3880
15372,for_sale,374900,5,3,0.49,1666192,Monroe,Michigan,48162,2176
60241,for_sale,219000,3,2,0.14,1723189,Oak Park,Michigan,48237,1023
27900,for_sale,48000,4,2,0.1,346432,Detroit,Michigan,48227,1856
93296,for_sale,781500,4,2,80.42,169701,Homer,Michigan,49245,3470
49409,for_sale,155000,4,1,0.24,552515,Benton Harbor,Michigan,49022,1840
45137,for_sale,170000,4,2,0.5,779592,Edwardsburg,Michigan,49112,1872
17742,for_sale,439900,3,2,2.5,1872365,Almont,Michigan,48003,1800
5156,for_sale,208000,4,2,0.44,1736619,Center Line,Michigan,48015,1840
53520,for_sale,675000,5,4,0.42,1009168,Beverly Hills,Michigan,48025,3283
13061,for_sale,215000,4,2,0.07,1237004,Hazel Park,Michigan,48030,959
60241,for_sale,449900,4,3,0.14,1555304,Birmingham,Michigan,48009,1911
52648,for_sale,1999000,4,6,0.34,559710,Birmingham,Michigan,48009,5128
52804,for_sale,474800,4,4,0.24,529029,Macomb,Michigan,48042,2600
90401,for_sale,584400,4,4,0.33,1382252,New Baltimore,Michigan,48047,3285
67575,for_sale,179000,4,3,0.23,552460,Roseville,Michigan,48066,1970
94032,for_sale,1075000,4,4,0.18,1701764,Royal Oak,Michigan,48067,3100
23081,for_sale,69900,4,3,0.12,1367268,Detroit,Michigan,48224,1700
78754,for_sale,79900,12,4,0.12,459549,Detroit,Michigan,48238,6028
36375,for_sale,849000,4,4,0.22,1093388,Royal Oak,Michigan,48073,3000
27900,for_sale,45000,4,1,0.09,432530,Detroit,Michigan,48238,1500
51873,for_sale,69900,3,3,0.14,729283,Highland Park,Michigan,48203,1505
81296,for_sale,649000,4,5,0.69,1433904,Orchard Lake Village,Michigan,48324,3150
30807,for_sale,240000,3,2,0.16,306297,Warren,Michigan,48088,1300
23544,for_sale,160000,4,2,0.11,572425,Harper Woods,Michigan,48225,905
91679,for_sale,1450000,4,5,0.3,1103586,Troy,Michigan,48084,4000
78950,for_sale,599900,3,3,0.13,1441899,Brighton Township,Michigan,48116,1320
603,for_sale,730000,4,3,0.7,1950137,Green Oak Township,Michigan,48178,2661
82335,for_sale,325000,2,2,0.17,1681302,Dexter,Michigan,48130,1378
79015,for_sale,699900,4,3,0.34,1468547,Fenton,Michigan,48451,2516
91986,for_sale,375000,4,3,0.18,1728952,Grosse Pointe,Michigan,48230,2648
75746,for_sale,824900,5,5,2.34,1445360,Oakland Township,Michigan,48306,4647
45722,for_sale,524900,3,3,0.27,1206991,Waterford Township,Michigan,48329,1568
52976,for_sale,770000,3,3,5.06,62382,Independence,Michigan,48348,2970
59721,for_sale,525000,3,3,0.59,188317,Springfield Township,Michigan,48350,2312
79980,for_sale,54900,3,2,0.1,1051736,Burton,Michigan,48529,1080
55202,for_sale,200000,2,1,0.26,688422,Saint Clair Shores,Michigan,48082,1077
71502,for_sale,134900,3,2,0.72,305871,Caro,Michigan,48723,1539
105477,for_sale,150000,1,1,1,1362182,Lexington,Michigan,48450,720
74747,for_sale,245000,3,2,0.3,1041572,Saginaw,Michigan,48603,1382
69560,for_sale,289900,4,4,1.68,996269,Curran,Michigan,48728,2266
10521,for_sale,519900,3,3,0.48,74581,Freeland,Michigan,48623,1900
15941,for_sale,259000,3,3,0.7,624635,Houghton Lake,Michigan,48629,2400
14892,for_sale,379900,3,3,2.1,544627,West Branch,Michigan,48661,2100
1197,for_sale,475000,3,2,0.25,943253,Harrisville,Michigan,48740,1943
22341,for_sale,177900,2,1,1.2,1696584,Belding,Michigan,48809,1456
529,for_sale,169000,3,2,0.15,729788,Lansing,Michigan,48917,1402
53265,for_sale,68900,3,1,0.16,343863,Lansing,Michigan,48906,1131
9906,for_sale,230000,3,1,0.36,1333206,Middleville,Michigan,49333,1680
53265,for_sale,169900,3,2,0.29,1460041,Eaton Rapids,Michigan,48827,1820
54171,for_sale,94900,3,2,0.09,159971,Jackson,Michigan,49202,1429
81444,for_sale,101999,3,2,0.19,61033,Jackson,Michigan,49202,1660
81879,for_sale,519900,5,3,3.3,396124,Cedar Springs,Michigan,49319,2732
84534,for_sale,699000,5,4,0.77,191776,Battle Creek,Michigan,49015,5901
64643,for_sale,66900,2,1,0.26,813508,Benton Harbor,Michigan,49022,1036
33189,for_sale,395000,4,3,0.22,853176,Portage,Michigan,49024,2918
20677,for_sale,219000,3,2,1.5,158287,Battle Creek,Michigan,49014,1760
49409,for_sale,249000,4,2,0.78,219125,Plainwell,Michigan,49080,1390
15470,for_sale,169900,3,1,0.26,896673,Kalamazoo,Michigan,49004,1824
37908,for_sale,149900,4,1,0.14,1036027,Kalamazoo,Michigan,49008,1086
78163,for_sale,250000,4,3,0.24,156170,Vicksburg,Michigan,49097,2668
35511,for_sale,219000,2,2,0.31,1738922,Grand Rapids,Michigan,49548,1824
10973,for_sale,629000,6,4,1.39,1611074,Rockford,Michigan,49341,3938
52708,for_sale,295000,3,1,0.15,534102,Grand Rapids,Michigan,49506,1241
35522,for_sale,799900,4,4,6.11,1528910,Zeeland,Michigan,49464,3988
63446,for_sale,95000,4,2,0.19,1438258,Muskegon,Michigan,49442,1778
15425,for_sale,555000,5,4,5.9,1544888,Ludington,Michigan,49431,4530
56371,for_sale,89900,4,2,0.25,612842,Mancelona,Michigan,49659,1743
52884,for_sale,525000,4,3,0.24,493888,Traverse City,Michigan,49686,2700
23106,for_sale,150000,3,1,0.34,1770977,Kaleva,Michigan,49645,1081
78866,for_sale,81500,4,4,0.25,1028634,Sault Sainte Marie,Michigan,49783,1998
22887,for_sale,139000,2,1,21.42,1928211,Harris,Michigan,49807,986
8485,for_sale,122900,3,1,1,1993467,Carney,Michigan,49812,1391
92409,for_sale,344000,2,1,294,588239,Newberry,Michigan,49868,560
27900,for_sale,65000,3,1,0.1,1551172,Detroit,Michigan,48228,960
21390,for_sale,315000,4,2,0.14,819132,Berkley,Michigan,48072,1367
49985,for_sale,125000,5,2,0.11,1059759,Detroit,Michigan,48224,2667
62670,for_sale,159900,5,2,0.07,835175,Hamtramck,Michigan,48212,1690
23074,for_sale,550000,3,2,0.09,1182698,Ann Arbor,Michigan,48103,1200
51830,for_sale,200000,4,2,0.46,1631655,Caro,Michigan,48723,1883
7503,for_sale,89900,3,2,0.11,874170,Bay City,Michigan,48708,1040
38077,for_sale,65000,2,1,0.08,1337994,Lansing,Michigan,48910,748
86761,for_sale,199900,3,2,0.14,1069601,Westland,Michigan,48186,1100
54173,for_sale,370000,6,4,0.93,1558166,Monroe,Michigan,48161,3198
36938,for_sale,65000,2,1,0.09,359658,Detroit,Michigan,48223,758
15565,for_sale,428000,4,4,0.15,1457284,Dearborn Heights,Michigan,48127,2300
65382,for_sale,335744,3,2,0.15,163081,Taylor,Michigan,48180,1538
