brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size
15349,sold,399900,4,4,0.33,253819,DeWitt,Michigan,48820,3466
19344,sold,89900,3,2,0.5,1664493,Weidman,Michigan,48893,1248
22469,sold,230000,3,1,2,1270164,Perrinton,Michigan,48871,1530
22895,sold,499900,4,3,0.47,1009125,Williamsburg,Michigan,49690,2093
103018,sold,130000,1,2,4,195378,Atlanta,Michigan,49709,2496
15941,sold,219900,2,3,2.39,519066,Atlanta,Michigan,49709,2304
22889,sold,250000,2,2,0.4,1326684,Topinabee,Michigan,49791,1700
15941,sold,95900,3,3,0.23,991319,Grayling,Michigan,49738,1837
22339,sold,159900,3,2,0.18,606977,Lansing,Michigan,48910,1653
84908,sold,170000,1,1,2.5,1536761,Ann Arbor,Michigan,48105,2006
22290,sold,189900,3,1,0.48,439768,Temperance,Michigan,48182,1214
107752,sold,299900,4,3,0.24,1547843,Temperance,Michigan,48182,2485
79943,sold,289900,4,3,0.27,1778515,Davison,Michigan,48423,2066
96334,sold,69900,2,1,0.25,643382,Vernon,Michigan,48476,887
87026,sold,32900,2,1,0.13,1145757,Flint,Michigan,48506,672
30788,sold,38000,2,1,0.46,1390180,Alger,Michigan,48610,560
106747,sold,129000,3,2,0.2,85967,Saint Johns,Michigan,48879,1484
15941,sold,179900,2,2,0.49,1048694,Roscommon,Michigan,48653,1775
10074,sold,112500,3,2,0.38,1028146,Lupton,Michigan,48635,1440
30517,sold,214900,4,2,0.24,1283228,Williamston,Michigan,48895,2220
4779,sold,114900,2,1,0.13,249700,Ithaca,Michigan,48847,960
19377,sold,295000,3,3,0.15,1553006,Grand Ledge,Michigan,48837,1907
79180,sold,142900,2,2,0.2,759972,Williamston,Michigan,48895,1260
54176,sold,295000,4,2,2,1635084,Ottawa Lake,Michigan,49267,1980
46880,sold,194900,4,2,0.31,1236092,Lansing,Michigan,48917,1815
79180,sold,140000,3,1,0.21,1016425,Mason,Michigan,48854,1248
45733,sold,365000,3,3,8,1382327,Stockbridge,Michigan,49285,1650
81152,sold,160000,3,1,3,1682328,Beulah,Michigan,49617,1182
35504,sold,324900,3,2,1.18,588443,Interlochen,Michigan,49643,1612
20986,sold,425000,3,3,32.5,511598,Marion,Michigan,49665,1536
33657,sold,250000,3,2,2.78,910080,Indian River,Michigan,49749,1840
64732,sold,139900,3,1,0.42,1366661,Grayling,Michigan,49738,1000
78398,sold,124900,3,2,0.23,1608871,Cadillac,Michigan,49601,2073
32872,sold,169900,2,1,0.26,1475781,Milan,Michigan,48160,864
110030,sold,144900,3,2,0.1,1364790,Monroe,Michigan,48161,1320
23074,sold,599900,4,4,0.67,276781,Ann Arbor,Michigan,48103,1400
104235,sold,119900,1,1,0.64,1676116,Lambertville,Michigan,48144,805
22566,sold,159900,6,3,0.27,36513,Durand,Michigan,48429,3127
91634,sold,169900,3,2,0.28,1513552,Flushing,Michigan,48433,1008
42411,sold,165000,3,1,57.9,781410,Harrison,Michigan,48625,984
46880,sold,289900,3,2,1.8,191306,Saint Louis,Michigan,48880,1841
34053,sold,129900,2,1,10,1833431,Shepherd,Michigan,48883,850
33736,sold,119900,2,2,0.29,1716429,Lansing,Michigan,48911,1020
79013,sold,190000,3,1,0.22,1154241,Britton,Michigan,49229,1242
90669,sold,229900,3,3,0.44,254431,Petersburg,Michigan,49270,1470
6560,sold,79900,4,1,0.23,78925,Alpena,Michigan,49707,1190
45698,sold,369000,3,2,1.16,1638856,Dexter,Michigan,48130,1575
54171,sold,135000,1,1,0.28,1568639,Ypsilanti,Michigan,48197,892
54176,sold,139900,4,2,0.08,425881,Wyandotte,Michigan,48192,1440
15941,sold,109900,2,1,0.14,307631,Houghton Lake,Michigan,48629,960
67188,sold,115000,3,2,0.41,592037,Harrison,Michigan,48625,1728
10074,sold,89900,2,1,0.63,1393595,Rose City,Michigan,48654,1025
4801,sold,135000,3,2,0.19,800748,West Branch,Michigan,48661,1500
15844,sold,73900,1,1,0.07,1497680,Alma,Michigan,48801,528
38553,sold,364860,4,3,0.33,1333737,Okemos,Michigan,48864,1930
9908,sold,115000,2,1,0.17,1578712,Lansing,Michigan,48910,992
15346,sold,279900,3,2,0.44,1264391,Williamston,Michigan,48895,2362
22340,sold,139900,3,2,0.25,1039399,Lansing,Michigan,48911,1272
10664,sold,434900,3,2,10.9,1512498,Saint Johns,Michigan,48879,2287
57533,sold,109875,2,1,0.15,1195997,Michigan Center,Michigan,49254,1080
22899,sold,199900,3,3,1.78,808764,Cadillac,Michigan,49601,2896
20986,sold,499900,3,2,74.63,1817751,Lake City,Michigan,49651,1680
34097,sold,65900,3,1,1,1462453,Mount Pleasant,Michigan,48858,1500
45733,sold,218000,3,1,0.28,876380,Ypsilanti,Michigan,48197,1330
84909,sold,339000,3,2,0.29,494445,Ann Arbor,Michigan,48103,1350
84906,sold,315000,4,2,0.22,385676,Ann Arbor,Michigan,48104,1037
78516,sold,175000,3,2,1.78,947240,Columbiaville,Michigan,48421,1067
72176,sold,89500,2,1,1.01,338808,Alger,Michigan,48610,768
60669,sold,195000,3,2,0.17,1108907,Midland,Michigan,48640,1258
84534,sold,165000,3,1,0.5,694445,Okemos,Michigan,48864,1085
53265,sold,450000,3,2,1.06,951568,Webberville,Michigan,48892,1658
106847,sold,425000,6,4,2.2,1170328,Mount Pleasant,Michigan,48858,4500
82537,sold,105500,4,1,0.36,658205,Lansing,Michigan,48910,1153
22341,sold,150000,3,2,0.24,432884,East Lansing,Michigan,48823,1514
82345,sold,284900,3,2,0.46,1101625,Traverse City,Michigan,49685,1752
20986,sold,329900,3,3,1.53,1380004,Cadillac,Michigan,49601,2850
105596,sold,119000,3,2,10,1525719,Merritt,Michigan,49667,1140
99189,sold,159900,2,1,0.27,1735524,Maple City,Michigan,49664,864
16734,sold,339000,3,2,0.52,1685555,Traverse City,Michigan,49684,1878
67221,sold,149000,3,2,3.07,194351,Roscommon,Michigan,48653,1352
7689,sold,79900,4,2,0.21,1483481,Alpena,Michigan,49707,3048
82335,sold,375000,3,3,20.08,1557349,Milan,Michigan,48160,2014
101591,sold,265000,3,3,0.43,608812,Ypsilanti,Michigan,48197,1446
84907,sold,395000,3,2,0.58,1405910,Ann Arbor,Michigan,48105,1768
108831,sold,239000,3,2,0.98,184876,Carleton,Michigan,48117,1417
54176,sold,269900,2,1,1.88,322776,Erie,Michigan,48133,1372
65529,sold,97900,3,1,0.32,1679199,Gladwin,Michigan,48624,900
18380,sold,89900,3,1,21,1539269,Whittemore,Michigan,48770,1200
79180,sold,287500,5,2,0.4,32355,Dimondale,Michigan,48821,2660
61602,sold,154900,2,2,0.01,784346,East Lansing,Michigan,48823,1586
22340,sold,159900,3,2,0.29,802298,Lansing,Michigan,48906,1285
38077,sold,234500,4,3,3.35,1711921,Laingsburg,Michigan,48848,1593
53265,sold,230000,3,2,0.63,410142,Bath,Michigan,48808,2224
15347,sold,98500,3,2,0.08,1715673,Lansing,Michigan,48915,780
22343,sold,155000,3,1,0.25,328022,Haslett,Michigan,48840,1208
82346,sold,259900,3,2,0.73,1252059,Traverse City,Michigan,49685,1544
22898,sold,395000,4,2,0.24,1498418,Traverse City,Michigan,49684,1786
20326,sold,389000,3,3,0.33,557637,Gaylord,Michigan,49735,4000
52528,sold,155000,4,1,0.35,558451,Ypsilanti,Michigan,48198,1576
90669,sold,12000,2,1,0.1,1835585,Detroit,Michigan,48227,843
23074,sold,775000,5,3,0.45,1119492,Ann Arbor,Michigan,48105,3072
23074,sold,995000,5,4,0.19,1113827,Ann Arbor,Michigan,48105,3132
82335,sold,225000,3,1,0.21,883153,Ann Arbor,Michigan,48104,1340
44701,sold,319500,4,2,0.36,1512111,Lake Orion,Michigan,48362,1771
84302,sold,224900,6,3,1.52,1475310,Davison,Michigan,48423,2974
79161,sold,260000,2,2,1.5,1132735,Gladwin,Michigan,48624,1440
6102,sold,94900,3,2,0.3,1215621,Au Gres,Michigan,48703,1560
22342,sold,199900,3,2,0.95,258231,East Lansing,Michigan,48823,1599
53265,sold,120000,2,1,0.72,590170,Holt,Michigan,48842,1036
79102,sold,215000,3,3,0.92,1678582,Saint Johns,Michigan,48879,2167
71996,sold,114900,3,1,0.2,662262,Clare,Michigan,48617,1450
45698,sold,190000,4,3,0.2,1347890,Jackson,Michigan,49203,1518
82345,sold,299900,3,2,0.11,1772377,Traverse City,Michigan,49696,1310
78398,sold,339900,2,1,0.22,1705180,Lake City,Michigan,49651,816
32844,sold,289900,5,4,3.17,434581,McBain,Michigan,49657,3650
82374,sold,169900,3,1,20,682723,Tustin,Michigan,49688,1300
54171,sold,230000,3,1,0.38,1436208,Dundee,Michigan,48131,1352
101855,sold,365000,3,2,0.17,696529,Ann Arbor,Michigan,48104,1261
23074,sold,559900,3,3,0.13,681036,Ann Arbor,Michigan,48103,1863
52681,sold,170000,3,1,0.5,1611274,Swartz Creek,Michigan,48473,1082
4345,sold,119900,2,1,0.5,223544,Davison,Michigan,48423,648
51421,sold,89900,3,1,0.18,28244,Gladwin,Michigan,48624,1056
22469,sold,195000,3,2,1,1401646,Beaverton,Michigan,48612,1575
96334,sold,214900,3,2,0.25,1461829,Perry,Michigan,48872,1274
85761,sold,109900,2,2,0.16,681437,Corunna,Michigan,48817,1506
22341,sold,120000,2,1,0.22,1265378,Holt,Michigan,48842,852
22340,sold,74900,4,1,0.36,1501325,Lansing,Michigan,48911,768
30643,sold,285000,4,2,1.4,235493,Grand Ledge,Michigan,48837,2690
15500,sold,260000,4,3,1.83,373601,Mount Pleasant,Michigan,48858,2428
106847,sold,124900,3,1,0.21,1341474,Mount Pleasant,Michigan,48858,1008
53265,sold,129900,4,2,0.09,995313,Lansing,Michigan,48906,1728
45782,sold,234900,5,2,0.34,1730244,Temperance,Michigan,48182,1948
79105,sold,30000,2,1,0.07,292648,Lansing,Michigan,48906,720
35504,sold,534900,4,4,0.31,1084235,Traverse City,Michigan,49686,2650
54171,sold,235000,3,2,1,349863,Buckley,Michigan,49620,1248
82369,sold,110000,3,1,0.39,138042,Alpena,Michigan,49707,2262
78839,sold,124900,2,1,0.22,629150,Cheboygan,Michigan,49721,914
15941,sold,110000,4,2,0.63,71051,Posen,Michigan,49776,2300
79105,sold,95000,3,2,0.12,1154557,Lansing,Michigan,48912,1459
110030,sold,135000,3,1,0.55,64542,Temperance,Michigan,48182,912
69979,sold,339900,3,2,1.8,172842,South Rockwood,Michigan,48179,1674
10815,sold,254900,3,3,0.31,336256,Temperance,Michigan,48182,2170
68808,sold,99900,3,2,11.25,1368973,Flint,Michigan,48504,1400
53265,sold,175000,3,2,1,79335,Eagle,Michigan,48822,1344
22346,sold,133900,2,1,0.26,614722,Lansing,Michigan,48911,1395
15347,sold,335000,4,3,0.23,551881,Holt,Michigan,48842,2393
41487,sold,245000,5,2,1,728335,Mount Pleasant,Michigan,48858,1792
53265,sold,139000,3,3,0.25,1780201,Lansing,Michigan,48912,1394
53265,sold,84900,2,1,0.1,283457,Lansing,Michigan,48915,720
26857,sold,155000,3,2,0.4,1409189,Bath,Michigan,48808,1352
99275,sold,184900,3,1,0.74,1320410,Tecumseh,Michigan,49286,988
31691,sold,1499000,3,1,109,594508,Watersmeet,Michigan,49969,1668
75202,sold,249900,5,2,0.15,990201,Brownstown Township,Michigan,48173,1797
84907,sold,449900,4,2,0.21,457300,Ann Arbor,Michigan,48103,1432
82335,sold,575000,3,2,0.23,910337,Ann Arbor,Michigan,48103,1848
54173,sold,162500,3,1,0.93,286704,Monroe,Michigan,48145,1028
62364,sold,169900,3,2,0.34,1467160,Grand Blanc,Michigan,48439,1144
26668,sold,39995,2,1,0.19,1787312,Flint,Michigan,48504,1092
4799,sold,72000,4,2,0.12,336896,Flint,Michigan,48506,1456
85761,sold,250000,3,3,1.96,241742,Flint,Michigan,48532,2586
30768,sold,179000,3,2,0.7,953960,Lake,Michigan,48632,1352
64734,sold,105222,2,2,0.34,1188039,Roscommon,Michigan,48653,1100
30768,sold,105000,3,1,0.07,1393087,Beaverton,Michigan,48612,1118
81325,sold,169900,3,1,0.19,1473933,Saint Johns,Michigan,48879,2240
10664,sold,130000,2,1,0.15,1441608,Bath,Michigan,48808,952
79179,sold,264900,6,4,0.3,418732,East Lansing,Michigan,48823,3168
53265,sold,189900,2,2,1.37,1805633,Eagle,Michigan,48822,1248
15347,sold,100000,3,2,0.09,291406,Lansing,Michigan,48906,1581
79105,sold,84999,3,1,0.15,140902,Lansing,Michigan,48915,1232
79105,sold,210000,3,1,0.12,1494758,East Lansing,Michigan,48823,768
79179,sold,49000,1,1,0.12,1018293,Lansing,Michigan,48906,556
43448,sold,78900,3,2,0.12,1493966,Owosso,Michigan,48867,1126
22341,sold,280000,5,3,0.45,225503,Lansing,Michigan,48917,2472
102091,sold,115000,6,4,0.28,1374125,Lansing,Michigan,48911,1800
10664,sold,225000,4,2,0.2,1345070,East Lansing,Michigan,48823,1158
22902,sold,1389900,6,4,0.96,185357,Empire,Michigan,49630,5140
94207,sold,105000,2,1,1.24,320635,Millersburg,Michigan,49759,679
79561,sold,209000,3,2,40,1584048,Gaylord,Michigan,49735,1296
53265,sold,47000,3,2,0.09,408814,Lansing,Michigan,48910,1160
97291,sold,110000,2,1,0.16,379943,Ypsilanti,Michigan,48198,960
22290,sold,399900,3,2,0.24,815221,Dearborn Heights,Michigan,48125,1833
38450,sold,189900,3,1,1.36,1703292,Petersburg,Michigan,49270,1250
54173,sold,249900,7,4,1.08,978340,Ida,Michigan,48140,4420
33736,sold,390000,4,4,0.29,1657881,Ypsilanti,Michigan,48197,2422
110030,sold,194900,4,2,0.19,39964,Monroe,Michigan,48162,1480
38450,sold,449000,4,3,3.45,889025,Monroe,Michigan,48162,2600
78895,sold,99900,3,1,0.5,860765,Roscommon,Michigan,48653,1400
96334,sold,84900,3,1,0.15,727747,Ovid,Michigan,48866,1250
79105,sold,184900,3,1,0.52,435277,Lansing,Michigan,48906,1518
45919,sold,114000,3,1,0.09,1596549,Mason,Michigan,48854,960
54775,sold,149900,3,1,0.22,1689227,Shepherd,Michigan,48883,1102
30788,sold,89900,3,1,0.52,1582418,Coleman,Michigan,48618,1086
22342,sold,498900,5,3,0.6,1819817,Laingsburg,Michigan,48848,3000
79102,sold,150000,4,2,0.23,1227520,Holt,Michigan,48842,1586
46880,sold,275000,3,2,0.32,1306265,Perrinton,Michigan,48871,1976
75601,sold,259500,5,3,0.45,1131742,Mount Pleasant,Michigan,48858,2400
79102,sold,174900,4,1,0.4,100999,Saint Johns,Michigan,48879,1534
22340,sold,35000,1,1,0.46,301116,Lansing,Michigan,48906,1056
90669,sold,460000,4,3,0.44,1713065,Lambertville,Michigan,48144,3276
32844,sold,119900,3,2,0.09,1148300,Cadillac,Michigan,49601,1386
54171,sold,389000,3,3,1,1331883,Cedar,Michigan,49621,2484
101531,sold,299900,2,3,1.72,527167,Cedar,Michigan,49621,1412
82346,sold,446000,4,2,0.16,1461784,Traverse City,Michigan,49686,1994
104453,sold,575000,3,3,0.5,1705108,Northport,Michigan,49670,2014
72369,sold,44500,3,1,2.66,1518063,Manton,Michigan,49663,1716
35510,sold,129900,2,1,0.14,1771150,Cadillac,Michigan,49601,949
65862,sold,134900,2,1,0.12,653259,Monroe,Michigan,48162,728
84907,sold,699000,3,4,0.58,383830,Ann Arbor,Michigan,48103,2523
10627,sold,625000,3,3,0.21,1331600,Ann Arbor,Michigan,48103,1887
52528,sold,130000,3,1,0.23,466014,Ypsilanti,Michigan,48198,875
79943,sold,77000,3,2,0.13,1342330,Flint,Michigan,48503,1427
76463,sold,269900,3,2,0.28,283878,Linden,Michigan,48451,1293
23743,sold,40000,3,1,0.11,660803,Flint,Michigan,48506,800
6092,sold,114900,3,1,0.25,1263572,Millington,Michigan,48746,1200
79102,sold,255000,4,3,1.1,163437,DeWitt,Michigan,48820,1992
10664,sold,239900,3,4,0.36,1159522,Laingsburg,Michigan,48848,2142
81325,sold,185000,3,2,0.19,939288,Saint Johns,Michigan,48879,1714
43297,sold,115900,2,1,10,1652711,Glennie,Michigan,48737,780
105067,sold,359000,7,3,6,1183414,Mason,Michigan,48854,2282
89366,sold,374900,5,3,3.75,888517,Saranac,Michigan,48881,3237
15372,sold,268900,3,3,0.22,550963,Dundee,Michigan,48131,1840
38450,sold,230000,3,2,0.48,1436337,Monroe,Michigan,48161,1386
56197,sold,2200000,4,3,0.9,1491958,Maple City,Michigan,49664,1900
15941,sold,329900,3,2,0.18,1775100,Traverse City,Michigan,49686,1675
43724,sold,59900,2,1,4.88,582625,Hillman,Michigan,49746,722
41199,sold,69900,1,1,0.87,1530485,Glennie,Michigan,48737,480
84911,sold,535000,3,2,0.44,1706078,Ann Arbor,Michigan,48105,1881
15372,sold,64900,4,1,0.17,1008416,Monroe,Michigan,48161,1552
54176,sold,289900,4,2,0.92,139943,Temperance,Michigan,48182,2125
4799,sold,85000,3,2,0.21,616536,Flint,Michigan,48503,1500
52681,sold,72500,3,1,0.13,618228,Flint,Michigan,48504,1058
19688,sold,293500,3,3,2.25,1710049,Flushing,Michigan,48433,2060
94939,sold,170000,3,2,7.34,1490010,Ovid,Michigan,48866,1248
79105,sold,489900,4,3,0.32,228320,DeWitt,Michigan,48820,3330
92350,sold,155000,3,2,0.35,889731,Standish,Michigan,48658,1920
53265,sold,165000,3,2,0.17,803015,Lansing,Michigan,48912,1523
79102,sold,118000,3,1,0.05,940387,Saint Johns,Michigan,48879,1068
88083,sold,88900,2,1,0.77,1348679,Tawas City,Michigan,48763,1005
46274,sold,199000,3,3,13.18,550053,Lewiston,Michigan,49756,3100
82361,sold,499900,3,3,0.51,1591266,Oscoda,Michigan,48750,2714
85478,sold,174000,3,2,0.65,66007,Lake Isabella,Michigan,48893,1560
38077,sold,249900,3,4,1.1,1085560,Mulliken,Michigan,48861,1988
79102,sold,279000,3,3,2.5,359183,Ovid,Michigan,48866,2536
82345,sold,290000,3,1,1.15,549985,Traverse City,Michigan,49696,1386
32844,sold,154900,6,4,0.08,953856,Cadillac,Michigan,49601,2704
15941,sold,117900,3,1,0.24,644054,Prudenville,Michigan,48651,1198
82345,sold,3499000,4,3,80.97,408788,Traverse City,Michigan,49686,2620
15941,sold,215000,2,2,0.46,366049,Roscommon,Michigan,48653,1600
106747,sold,194900,2,2,0.36,327582,Atlanta,Michigan,49709,1520
79562,sold,99000,2,1,0.91,82022,Millersburg,Michigan,49759,1100
22889,sold,179000,1,1,0.2,488432,Topinabee,Michigan,49791,1800
84907,sold,400000,3,2,0.22,1025520,Ann Arbor,Michigan,48103,1075
87246,sold,89900,2,1,0.17,493442,Lansing,Michigan,48910,974
52821,sold,99999,2,1,0.11,1444282,Taylor,Michigan,48180,840
84911,sold,599900,4,4,0.47,1243099,Ann Arbor,Michigan,48108,2728
84908,sold,425000,3,3,0.45,1641230,Dexter,Michigan,48130,2706
80595,sold,129500,3,2,0.14,989058,Frenchtown,Michigan,48162,1175
53265,sold,149900,3,1,6.7,1392237,Durand,Michigan,48429,1009
76463,sold,139900,3,2,0.14,767649,Flint,Michigan,48503,1175
105482,sold,75900,3,1,0.24,539812,Flint,Michigan,48503,1012
22469,sold,65000,2,1,1,1718858,Mount Pleasant,Michigan,48858,820
22469,sold,129000,2,1,3.19,1722139,Mount Pleasant,Michigan,48858,1263
22340,sold,305000,4,3,1.59,74309,Portland,Michigan,48875,3150
32872,sold,275000,3,2,1.73,306596,Brooklyn,Michigan,49230,1600
22346,sold,274000,4,3,0.56,1533121,Dimondale,Michigan,48821,3064
53265,sold,165000,3,2,0.14,1439309,Lansing,Michigan,48911,1498
79180,sold,82000,4,2,0.09,1772457,Lansing,Michigan,48915,2164
72176,sold,149000,2,1,11.38,1265224,Harrison,Michigan,48625,960
15941,sold,81900,3,1,0.17,876253,Rogers City,Michigan,49779,2100
79179,sold,93000,3,2,0.21,1002642,Lansing,Michigan,48906,1365
104235,sold,199900,4,2,0.6,1533669,Temperance,Michigan,48182,1359
40692,sold,480350,4,3,0.65,1827138,Saline,Michigan,48176,2610
76105,sold,169900,3,1,0.13,516972,Riverview,Michigan,48193,1000
105482,sold,49900,2,1,0.04,958469,Flint,Michigan,48503,896
33935,sold,298000,4,2,0.29,1050796,Lake,Michigan,48632,2051
64734,sold,170222,3,2,0.29,1619488,Houghton Lake,Michigan,48629,1492
38077,sold,159900,3,2,0.51,1032017,Mason,Michigan,48854,1647
22341,sold,129900,3,2,0.38,1242916,Williamston,Michigan,48895,1248
30442,sold,149900,3,2,0.2,1469338,Charlotte,Michigan,48813,1659
75601,sold,120000,3,1,0.79,1206103,Mount Pleasant,Michigan,48858,1152
22259,sold,174900,3,1,1,1275553,Portland,Michigan,48875,1056
30564,sold,175000,3,2,0.27,825873,Lansing,Michigan,48911,1890
22341,sold,99900,2,2,0.13,882403,Lansing,Michigan,48906,944
74310,sold,279000,3,3,1.58,1530662,Petoskey,Michigan,49770,2344
53265,sold,115000,3,1,0.2,1551285,Lansing,Michigan,48911,912
82363,sold,160000,1,1,0.16,315873,Ann Arbor,Michigan,48104,598
84911,sold,370000,4,3,0.23,1738782,Ypsilanti,Michigan,48197,2325
41496,sold,99900,3,2,0.45,91077,Roscommon,Michigan,48653,1144
4779,sold,39900,2,1,1.86,756676,Alma,Michigan,48801,1042
22340,sold,129900,2,1,0.36,1494486,Lansing,Michigan,48911,915
106847,sold,109900,3,1,0.2,1769287,Mount Pleasant,Michigan,48858,1044
32844,sold,165000,4,2,0.46,1293994,Cadillac,Michigan,49601,1647
94041,sold,185000,3,1,0.66,648739,Beulah,Michigan,49617,864
35510,sold,174900,3,2,0.6,1292680,Cadillac,Michigan,49601,1344
22903,sold,134900,2,1,0.7,1766185,Bellaire,Michigan,49615,650
10760,sold,289900,3,2,0.75,1566169,Traverse City,Michigan,49696,1040
103018,sold,59000,2,1,1.03,637040,Hillman,Michigan,49746,672
84911,sold,429000,4,2,4.7,1582800,Ann Arbor,Michigan,48105,1776
38450,sold,168000,3,1,0.15,393950,Monroe,Michigan,48162,1032
82335,sold,375000,3,2,1.37,1650384,Saline,Michigan,48176,1412
79102,sold,157000,3,2,0.14,1171940,Saint Johns,Michigan,48879,1526
67034,sold,129900,3,1,0.15,67304,Alma,Michigan,48801,1280
23911,sold,180500,4,1,60,1530344,Harrison,Michigan,48625,1828
22469,sold,74000,3,1,0.96,1595669,Ithaca,Michigan,48847,900
4779,sold,239900,4,2,1.1,239381,Ithaca,Michigan,48847,2232
85728,sold,69999,2,1,0.16,1157298,Corunna,Michigan,48817,625
79105,sold,124900,4,1,0.13,488058,Lansing,Michigan,48910,950
30643,sold,250000,4,2,5,73832,Grand Ledge,Michigan,48837,2438
30816,sold,175000,3,2,0.3,1487965,Clare,Michigan,48617,2042
22340,sold,51250,1,1,1,316100,Holt,Michigan,48842,832
15496,sold,59900,3,1,0.12,1625025,Lansing,Michigan,48915,936
15347,sold,80000,3,1,0.14,645286,Lansing,Michigan,48906,988
15941,sold,324900,3,2,0.46,890556,Traverse City,Michigan,49686,1772
81152,sold,179900,3,2,0.5,105252,Fife Lake,Michigan,49633,1456
22898,sold,89900,2,1,3.8,982815,Kingsley,Michigan,49649,1050
54171,sold,229000,2,3,0.02,81176,Traverse City,Michigan,49696,1500
103445,sold,274500,4,2,0.19,75091,Elk Rapids,Michigan,49629,1440
33935,sold,119000,2,2,15,139257,Harrison,Michigan,48625,910
54157,sold,230000,4,2,0.45,1652379,Gaylord,Michigan,49735,1885
6692,sold,269900,2,1,2.11,1929477,Stephenson,Michigan,49887,1296
82335,sold,400000,3,2,0.12,343929,Ann Arbor,Michigan,48104,1370
23074,sold,625000,4,3,0.14,1504735,Ann Arbor,Michigan,48103,2773
81621,sold,299900,4,3,0.04,1657196,Lambertville,Michigan,48144,1659
45698,sold,279000,2,2,17.61,878892,Novi,Michigan,48377,1491
23743,sold,284900,5,3,0.25,125765,Davison,Michigan,48423,1980
78516,sold,437500,5,4,0.6,1810138,Goodrich,Michigan,48438,2676
65529,sold,219900,3,3,0.79,905558,Sanford,Michigan,48657,1304
81325,sold,79900,4,1,0.06,312702,Lansing,Michigan,48912,1220
22243,sold,470000,3,2,154.65,785292,Barton City,Michigan,48705,2128
10664,sold,160000,3,1,0.31,704783,Elsie,Michigan,48831,1008
22342,sold,439900,4,3,0.34,963357,DeWitt,Michigan,48820,4424
19344,sold,214900,4,3,0.58,1393206,Mount Pleasant,Michigan,48858,2056
22340,sold,134500,2,2,0.14,139581,Lansing,Michigan,48917,1008
82537,sold,209000,3,2,2,441823,Albion,Michigan,49224,1472
78891,sold,289000,3,2,2.9,1766957,Grayling,Michigan,49738,1620
110030,sold,149900,4,1,0.3,1745066,Monroe,Michigan,48162,1160
54173,sold,299900,4,3,0.5,1119317,Blissfield,Michigan,49228,2067
84302,sold,239900,3,2,3.64,1593812,Davison,Michigan,48423,1408
79943,sold,34900,2,1,0.11,1578769,Flint,Michigan,48507,780
59514,sold,183900,3,2,0.37,1228661,Swartz Creek,Michigan,48473,1520
6102,sold,199900,3,2,0.46,754915,Au Gres,Michigan,48703,1900
97141,sold,149900,3,2,0.18,1467305,Tawas City,Michigan,48763,1446
53265,sold,280000,4,3,0.49,1463536,Eaton Rapids,Michigan,48827,1992
22339,sold,190000,3,3,0.21,773376,Lansing,Michigan,48906,1686
206,sold,450000,4,6,0.41,1419454,Lansing,Michigan,48917,4250
106847,sold,145900,3,2,0.33,214307,Mount Pleasant,Michigan,48858,1175
22259,sold,89900,2,1,0.23,27937,Portland,Michigan,48875,784
22346,sold,169900,3,3,0.1,614052,Lansing,Michigan,48917,1170
10760,sold,300000,5,1,10,1423888,Buckley,Michigan,49620,1552
82369,sold,124900,3,2,0.2,756693,Alpena,Michigan,49707,1291
22290,sold,259900,4,2,0.16,783823,Dundee,Michigan,48131,2767
99482,sold,149900,3,1,0.12,1043769,Dearborn,Michigan,48124,1114
74813,sold,183500,3,2,0.26,1468669,Flushing,Michigan,48433,1344
78516,sold,289000,3,2,0.45,1699944,Grand Blanc,Michigan,48439,1350
87026,sold,169900,3,2,0.2,1365287,Swartz Creek,Michigan,48473,1338
10074,sold,139900,3,1,10.3,1809736,West Branch,Michigan,48661,1476
84447,sold,132000,4,1,0.2,250307,Saint Louis,Michigan,48880,1734
22342,sold,59900,2,1,0.45,148475,Lansing,Michigan,48910,983
76975,sold,275000,4,3,0.38,41296,Riverdale,Michigan,48877,2600
75601,sold,250000,3,2,1.19,471939,Shepherd,Michigan,48883,2116
79103,sold,229900,2,1,11.97,798522,Vermontville,Michigan,49096,1758
38077,sold,139900,2,1,0.21,1205021,Holt,Michigan,48842,1720
82347,sold,159900,3,2,0.25,832469,Holt,Michigan,48842,1612
103445,sold,325000,3,2,0.37,1464841,Elk Rapids,Michigan,49629,2068
22895,sold,275000,3,2,0.91,820419,Kalkaska,Michigan,49646,1456
22899,sold,114900,1,2,2.8,1705041,Lake City,Michigan,49651,832
33657,sold,169900,3,2,0.31,63506,Gaylord,Michigan,49735,2200
10815,sold,120000,4,2,2.44,31993,Monroe,Michigan,48162,1752
110030,sold,199900,3,2,0.21,166596,Monroe,Michigan,48162,1822
81621,sold,549900,5,5,3.58,1145595,Lambertville,Michigan,48144,4009
84905,sold,465000,4,2,0.27,325798,Chelsea,Michigan,48118,2530
45698,sold,275000,3,1,0.22,858952,Ann Arbor,Michigan,48103,1107
38450,sold,259900,3,2,0.45,1551251,Lambertville,Michigan,48144,1226
107001,sold,599900,4,5,2.45,1709445,Temperance,Michigan,48182,4095
52681,sold,179900,1,1,5.28,1506926,Swartz Creek,Michigan,48473,2034
105482,sold,10900,3,1,0.17,981377,Flint,Michigan,48505,1430
79160,sold,107000,3,1,0.17,1030999,Beaverton,Michigan,48612,960
